"ind","catg","headline","body","imageurl","readmoreurl","inblockId"
"445","science","World's 'blackest black' building planned at Winter Olympics","A building made of the darkest known man-made substance, Vantablack, will be unveiled at the 2018 Winter Olympics in South Korea. Although colourless, the building will appear to be the darkest black to the human eye. The substance, Vantablack, is made of millions of tubes of carbon, which absorb 99.96% of the light that hits its surface.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/11nov/25/dkbgz53p-1-1511621011398.jpg?resize=400px:*","http://www.hindustantimes.com/science/dark-beauty-building-made-of-blackest-black-material-planned-for-winter-olympics/story-Ra7BpuKAGlFiVXNUdmcgFJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","oeuob6ii-1"
"446","science","MIT develops faster way to make Bose-Einstein condensates","MIT physicists have used laser confinement to supercool atoms into Bose-Einstein condensates (BEC), a 2001 Physics Nobel-winning discovery. BEC is a quantum state of matter cooled at -273.15ºC, which lowers the energy of atoms. Using Raman cooling, the team was able to cool 2,000 atoms and condense 1,400, far more than conventional laser-cooling methods which lose 99% of the atoms.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/25nov/inshorts_image_1511590870038_182.jpg?resize=400px:*","http://news.mit.edu/2017/faster-way-make-bose-einstein-condensates-1123?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","oeuob6ii-1"
"447","science","Space station crew celebrates Thanksgiving 400 km from Earth","Astronauts aboard the International Space Station celebrated Thanksgiving on Friday, with a dinner of turkey and space-grown lettuce as they orbited the Earth at an altitude of 400 kilometres. The meal, including mashed potatoes, corn bread, and cranberry-apple dessert, was delivered to the $100-billion space laboratory as a part of the 3,500-kg cargo resupply by NASA-operated Cygnus spacecraft.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/25nov/inshorts_image_1511594459548_489.jpg?resize=400px:*","https://twitter.com/Space_Station/status/933861134838501376?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","oeuob6ii-1"
"448","science","Scientists develop micro-robots to aid in drug delivery","An international team of researchers has developed micro-robots that were guided magnetically to sites within rat stomachs. The robots, manufactured by coating algae with magnetic particles, can swim in biological fluids and sense chemical changes linked to the onset of illness, said researchers. The technology could be designed to deliver drugs in hard-to-reach areas of the human body.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/24nov/inshorts_image_1511519236694_173.jpg?resize=400px:*","http://www.bgr.in/news/researchers-develop-micro-robot-to-aid-in-delivering-treatments/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","oeuob6ii-1"
"449","science","Speech learning in birds similar to humans: Study","Canada-based scientists have found further evidence that birdsongs carry similarities to human languages and music. While studying zebra finches, scientists found that the songbirds learn their vocalisations in a similar way that humans acquire speech and language. Further, laboratory-tutored young zebra finches preferred to produce sounds observed in natural populations of birds.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/24nov/inshorts_image_1511522813679_672.jpg?resize=400px:*","https://phys.org/news/2017-11-birdsong-human-speech-biological-roots.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","oeuob6ii-1"
"450","science","Darwin's hand-noted On the Origin of Species up for auction","A copy of 'On the Origin of Species' with handwritten notes by English naturalist Charles Darwin is going on sale at Christie's, a UK-based auction house. Christie's has put an estimate of £300,000-£500,000 (₹2.5 crore-₹4.3 crore) on the annotated book, which it said will allow ""for the first time a precise reading of Darwin's exact revisions without... reconstruction and translation"".","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/28nov/inshorts_image_1511840446654_264.jpg?resize=400px:*","https://www.theguardian.com/books/2017/nov/24/darwins-annotated-copy-of-on-the-origin-of-species-goes-to-auction?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","oeuob6ii-1"
"451","science","Fungus found in heart transplant patient after 30 years","A 70-year-old man who underwent a heart transplant in 1986 was diagnosed with a fungal infection after 30 years, US-based doctors have reported. Symptoms of Histoplasmosis, also known as Cave disease, usually appear between 3-17 days of inhaling the fungi. Doctors concluded the patient was susceptible to it as he was on long-term immunosuppressants so that the heart wasn't rejected.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/23nov/inshorts_image_1511428311975_279.jpg?resize=400px:*","http://casereports.bmj.com/content/2017/bcr-2017-222012.abstract?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","oeuob6ii-1"
"452","science","Earth's neutrino absorption rate measured for the first time","In a first, scientists at the IceCube collaboration have measured the rate at which Earth absorbs high-energy neutral subatomic particles called neutrinos. IceCube, the world's largest neutrino detector, has 5,160 optical sensors encased within a cubic kilometre of Antarctic ice near the South Pole. The detection, made by observing neutrinos' interaction with ice, would help study Earth's core.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/23nov/inshorts_image_1511411925765_517.jpg?resize=400px:*","http://icecube.wisc.edu/news/view/546?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","oeuob6ii-1"
"453","science","Heart-squeezing device keeps blood pumping in damaged organs","US-based researchers are developing soft robotic actuators that employ artificial muscles programmed to perform lifelike motions. The proof-of-concept device, tested in animals, uses a rigid brace component deployed via a needle into septum, the tissue wall between heart's chambers. In congenital heart patients, the device can target heart's left or right side to effectively pump and draw blood.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/23nov/inshorts_image_1511429908913_963.jpg?resize=400px:*","https://vector.childrenshospital.org/2017/11/soft-robot-single-ventricle-heart-failure/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","oeuob6ii-1"
"454","science","Human teeth and ancient fish scales share same origin: Study","Cambridge researchers have found further evidence to support the theory that animal teeth and ancient fish scales share common embryonic origins. They studied dermal denticles on sharks and skates and found the thorny scales were created from the same type of cells as teeth. The scales possibly existed 400 million years ago in now-extinct jawless vertebrates for defence against predators.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/25nov/inshorts_image_1511598146274_402.jpg?resize=400px:*","http://www.cam.ac.uk/research/news/ancient-fish-scales-and-vertebrate-teeth-share-an-embryonic-origin?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","oeuob6ii-1"
"455","science","Global warming could increase volcanic eruptions: Study","A UK-based study has found that Iceland saw less volcanic activity when glacier cover was more, and as the glaciers melted, eruptions increased due to changes in surface pressure. Researchers noticed a 600-year time lag between major decrease in ancient global temperatures and reduced volcanism, adding a similar time lag can be expected following the recent shift to warmer temperatures.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/24nov/inshorts_image_1511523744902_559.jpg?resize=400px:*","https://phys.org/news/2017-11-climate-volcano-eruptions.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","oeuob6ii-1"
"456","science","'Mysterious booms' reported 64 times worldwide in 2017","As many as 64 ""mysterious booms"" have been reported across locations in the US, UK and Australia, suggested to have come from supersonic jets or meteorites by a NASA scientist. While the US Geological Survey noted the noises did not result from an earthquake, the US Air Force is yet to confirm if the sounds were produced during military exercises.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/24nov/inshorts_image_1511524730316_563.jpg?resize=400px:*","http://www.hindustantimes.com/science/meteor-or-plane-mysterious-boom-sound-in-us-baffles-scientists-nasa/story-DwCnzdw6h2BQucpKu7X5hI.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","oeuob6ii-1"
"457","science","Low-cost method can convert methane without forming CO2","US-based researchers have developed a low-cost technology that can convert methane to clean-burning hydrogen while also preventing the formation of carbon dioxide. The method introduces methane at the bottom of a reactor filled with molten metal, which breaks down into hydrogen on reaching the top. The carbon solids that float to the top can then be skimmed off and recycled.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/23nov/inshorts_image_1511422324184_694.jpg?resize=400px:*","https://phys.org/news/2017-11-potentially-low-cost-low-emissions-technology-methane.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","oeuob6ii-1"
"458","science","India's first mission to the Sun to be launched in 2019","ISRO Chairman AS Kiran Kumar on Tuesday said that Aditya-L1, India's maiden mission to the Sun, will be launched in 2019 from Sriharikota in Andhra Pradesh. Conceived in 2008, the mission is aimed at studying the ""dynamical processes of the sun"". The satellite, which will carry six payloads, will be launched on the PSLV-XL launch vehicle. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/21nov/inshorts_image_1511278455665_768.jpg?resize=400px:*","http://www.hindustantimes.com/science/isro-s-sun-mission-to-take-off-in-2019/story-r9uxVpV23FPeVfMktOY9yL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"459","science","'Mary had a little lamb' were the first words ever recorded","American inventor Thomas Edison, who announced the invention of the phonograph on November 21, 1877, recorded the nursery rhyme 'Mary had a little lamb' as the first words on the device. The phonograph was the first device capable of recording and reproducing sound. ""It's my baby. It's gonna take care of me in my old days,"" Edison had said.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/20nov/inshorts_image_1511170642248_312.jpg?resize=400px:*","https://www.loc.gov/collections/edison-company-motion-pictures-and-sound-recordings/articles-and-essays/history-of-edison-sound-recordings/history-of-the-edison-disc-phonograph/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"460","science","Startup plans world's first man-made meteor shower in 2019","In a first, Japanese startup ALE will create artificial ""shooting stars"" in an event scheduled to be held over Hiroshima in 2019. The meteoric payload will be carried into low Earth orbit aboard a 50x50x50 cubic centimetre satellite dispenser. Around 300-500 blue, orange, and green pellets would be released, which would be visible in sky for at least 100 kilometres.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/21nov/inshorts_image_1511247462847_908.jpg?resize=400px:*","http://www.ibtimes.co.in/worlds-first-man-made-meteor-shower-scheduled-2019-shooting-stars-dazzle-night-sky-over-750177?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"461","science","Scientists estimate shape of 1st-ever interstellar asteroid","Astronomers using Chile-based Very Large Telescope have estimated that the first-ever object to visit the Solar System from outside is a dark-reddish rock 40 metres wide and 400 metres long. Earlier considered a comet, it was reclassified as an asteroid and named 'Oumuamua. After slingshotting past the Sun at 3,14,280 kmph, 'Oumuamua is heading back into interstellar space, said astronomers.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/21nov/inshorts_image_1511255297992_510.jpg?resize=400px:*","https://www.nasa.gov/feature/solar-system-s-first-interstellar-visitor-dazzles-scientists?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"462","science","ISRO to develop rockets that can be assembled in 3 days","ISRO is planning to develop a launch vehicle that could be assembled in just 3 days, compared to 30-40 days for a normal-sized PSLV. Costing around one-tenth of the cost of PSLV (₹150-500 crore), the rocket would be able to carry a payload of 500-700 kg and can launch communication satellites to near-Earth orbits which are 500-700 km in altitude.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/11nov/22/enfvl3cb-2-1511430021542.jpg?resize=400px:*","http://www.india.com/news/india/indian-space-research-organisation-plans-cheap-rocket-that-can-be-assembled-in-three-days-2660740/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"463","science","Physicists quantum entangle nanochips to share information","Austria-based physicists have claimed to successfully couple nano-resonators on silicon chips, which release photons at precisely the same frequency to create a quantum entangled state. The prototype device connected the chips using 70 meters of optical fibre over a distance of 20 cm. The advancement could help develop spy-proof quantum internet using future quantum computers, physicists said.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/21nov/inshorts_image_1511250908510_462.jpg?resize=400px:*","https://www.technologyreview.com/s/609462/entanglement-of-separate-nanomechanical-devices-heralds-quantum-internet/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"464","science","'Super-Earth' with an orbital period of 7 hours discovered","NASA's Kepler mission has discovered a planet which is five times massive than the Earth and orbits its host star every 6.7 hours, making it the planet having the shortest-known orbital period with a precisely determined mass. Researchers noted the proximity of the exoplanet to its parent star suggests that it has lost its entire atmosphere due to stellar irradiation.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/22nov/inshorts_image_1511346422071_707.jpg?resize=400px:*","https://phys.org/news/2017-11-super-earth-planet-short-orbital-period.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"465","science","World's largest space telescope completes cryogenic testing","NASA's James Webb Space Telescope, which would be the largest-ever space telescope when launched in 2019, has completed its final phase of the 100-day vacuum testing at -266ºC. The tests included an alignment check of Webb's 18 primary mirrors, to make sure the gold-plated, hexagonal segments act like a single mirror. The $8.8 billion telescope took 20 years to build.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/22nov/inshorts_image_1511322677908_549.jpg?resize=400px:*","https://www.nasa.gov/feature/goddard/2017/nasa-s-james-webb-space-telescope-completes-final-cryogenic-testing?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"466","science","US team 3D prints material theorised over 130 years ago","In a first, US-based engineers have 3D printed structures called schwarzites, which were theorised by German scientist Hermann Schwarz in the 1880s. The porous structures are strong, light, and durable materials with repeating patterns. One can make an entire building out of the material, and if something falls on it, it would collapse slowly, protecting whats inside, said a researcher.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/18nov/inshorts_image_1511003156139_203.jpg?resize=400px:*","https://phys.org/news/2017-11-d-printers-century-old-theory-complex.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"467","science","1st-ever space station module was launched by Russian rocket","The International Space Station's first component was launched into space on a Russian Proton rocket from Baikonur Cosmodrome, Kazakhstan, on November 20, 1998. The first long-duration stay at the $100 billion space station was from November 2000 to March 2001, following which there has always been an uninterrupted human presence on the ISS.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/20nov/inshorts_image_1511184503393_358.jpg?resize=400px:*","https://www.nasa.gov/audience/forstudents/k-4/stories/nasa-knows/what-is-the-iss-k4.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"468","science","Earthquakes in 2018 will put 1bn people at risk: Scientists","US scientists have warned that earthquakes could kill up to 1 billion people living along the equator next year. Fluctuations in the speed of Earth's rotation could trigger a number of devastating earthquakes across the globe, they added. The scientists further said that massive shifts in energy beneath Earth's surface could cause around 20 earthquakes a year starting from 2018.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/20nov/inshorts_image_1511186729284_736.jpg?resize=400px:*","https://www.rt.com/news/410354-2018-earthquake-surge-risk/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"469","science","Mars surface streaks due to flowing sand, not water: NASA","Martian features called ""recurring slope lineae"", which were previously considered evidence of ancient water flows have been interpreted as granular sand flows by a new NASA study. Arguing that flow due to liquid water should readily extend to less steep slopes, researchers observed the slopes were at the same angle as seen in dry sand dunes on Earth.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/11nov/22/wr3ilfcz-2-1511334386128.jpg?resize=400px:*","https://www.nasa.gov/feature/jpl/recurring-martian-streaks-flowing-sand-not-water?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"470","science","1st African-American flew to space after 124 spaceflights","Retired NASA astronaut Guion Bluford was the first African-American to fly into space, achieving the feat in 1983 aboard the Challenger spacecraft. The US Airforce pilot was selected for the 125th human spaceflight following which he flew three missions logging over 688 hours in space. Bluford, who turns 75 today, is currently the President of a US-based engineering consulting organisation.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/22nov/inshorts_image_1511343804905_905.jpg?resize=400px:*","https://www.nasa.gov/centers/glenn/about/bios/bluford.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"471","science","61-year-old planning to launch himself on self-made rocket","Mike Hughes, a 61-year-old who claims to be a self-taught rocket scientist, is planning to launch himself in a self-made steam-powered rocket made using garbage scrap on Saturday. The US-based limousine driver, who believes the Earth is flat and doesn't believe in science, aims to reach an altitude of 550 metres and travel up to 1.6 km at 800 kmph.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/21nov/inshorts_image_1511252064497_949.jpg?resize=400px:*","http://www.hindustantimes.com/world-news/nothing-mad-self-taught-scientist-to-launch-self-made-rocket-using-garage-scrap/story-PGXcogzFNfk6sQqNKkDm8M.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"472","science","ISRO aims to launch first privately-produced rocket by 2021","ISRO is planning to launch the first rocket completely built by private sector in 2020-21, said chairman AS Kiran Kumar. A joint venture between ISRO and several companies would be aimed at covering the deficit in satellite and launch vehicle production. About 30 firms are reportedly ready to build launch vehicles, however, the venture is yet to receive government clearance.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/22nov/inshorts_image_1511338391225_222.jpg?resize=400px:*","https://www.newsbytesapp.com/timeline/India/13075/67728/the-private-sector-s-participation-in-india-s-space-program?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"473","science","Team develops augmented reality glasses to help in surgery","Germany-based researchers have developed an augmented reality (AR) system that superimposes a virtual image on the skin of the patient to pinpoint the exact position of cancerous tumours to the surgeon. The AR system, based on the use of data glasses, helps surgeons locate tumours with the aid of virtual markers created by injecting a fluorescent dye into the patient.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/21nov/inshorts_image_1511244887843_178.jpg?resize=400px:*","https://phys.org/news/2017-11-ar-glasses-surgeons-tumors.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"474","science","AI pitched against human in drone racing, loses by only 3sec","NASA engineers recently raced their drones controlled by artificial intelligence (AI) against a professional human pilot. The AI drones, integrated with Google's Tango technology, consistently clocked 13.9 seconds while the human pilot averaged 11.1 seconds for a twisting obstacle course. AI drones could assist search and rescue operations at disaster sites and aid robots in navigation, said NASA.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/22nov/inshorts_image_1511340686436_327.jpg?resize=400px:*","https://www.nasa.gov/feature/jpl/drone-race-human-versus-artificial-intelligence?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"475","science","MIT team designs $100 handheld cosmic particle detector","MIT physicists have designed a pocket-sized detector for muons, charged particles heavier than electrons that are formed when cosmic rays from astrophysical events like stellar explosions collide with Earth's atmosphere. Costing $100 to build and said to be the most affordable muon detector available, the device consists of a plastic scintillator and silicon photomultiplier among other parts.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/22nov/inshorts_image_1511355218746_996.jpg?resize=400px:*","http://news.mit.edu/2017/handheld-muon-detector-1121?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"476","science","Wall carvings offer earliest depiction of dogs in leashes","Germany-based scientists studying wall engravings depicting domesticated dogs at two sites in Saudi Arabia have dated the carvings to be from approximately 8,000 years ago. If confirmed, it would push back the earliest depiction of leashed dogs by 3,000 years, said researchers. They also noted the drawings bear a striking resemblance to modern Canaan dogs, still found in wild areas.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/22nov/inshorts_image_1511349419674_377.jpg?resize=400px:*","https://phys.org/news/2017-11-wall-saudi-arabia-earliest-depiction.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"477","science","Space dust may have seeded life on Earth: Study","Life on Earth might have originated from biological particles brought to the planet in streams of space dust, UK-based Professor Arjun Berera has suggested. He found dust streams travelling at 70 km/second could transport Earth-based organisms existing above 150 km altitudes to other planets. Space dust found throughout planetary systems could be a common factor in proliferating life, said Berera.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/21nov/inshorts_image_1511256482893_521.jpg?resize=400px:*","https://phys.org/news/2017-11-space-life-worlds.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"478","science","Moon's crust formed from a magma ocean: Study","US-based researchers have inferred from simulations that while the Moon was formed from a chunk of the Earth separated during a planetary collision, its surface was shaped by cooling of a global ocean of molten magma. The surface underwent a ""crustal overturn"" wherein the old layer was replaced with young, hot deposits of a single mineral called plagioclase, said researchers.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/22nov/inshorts_image_1511351227239_577.jpg?resize=400px:*","https://phys.org/news/2017-11-moon-crust-underwent-resurfacing-magma.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"479","science","Dinosaur-like animal's fossil found in Uttarakhand","A Dinosaur-like creature's fossil was found during an excavation on Sunday in Uttarakhand's Jaspur, a small city 110 km from Nainital. The fossil's hind legs measure around 29 cm while the tail is around 5 cm long. Found at an abandoned electricity department land, the authorities would be sending the remains to Dehradun-based Wildlife Institute of India for further investigation.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/21nov/inshorts_image_1511260372275_776.jpg?resize=400px:*","http://www.hindustantimes.com/dehradun/dinosaur-like-animal-s-fossil-found-in-uttarakhand/story-4oSGk1tiAcqJze4MyAMekN.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"480","science","Most blue whales are 'right-handed', study finds","A US-based study on 63 blue whales has observed the aquatic mammals mostly show a right-side bias. This happens as the right eye is linked to brain's left hemisphere which controls coordination and motor control. However, researchers noted the whale turn left-oriented while performing 360-degree barrel rolls to track the prey on the ocean surface with their right eye.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/21nov/inshorts_image_1511240980983_502.jpg?resize=400px:*","http://oregonstate.edu/ua/ncs/archives/2017/nov/scientists-discover-most-blue-whales-are-%E2%80%9Cright-handed%E2%80%9D-%E2%80%93-except-when-they-swim-up?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"481","science","Rise in oxygen levels linked to ancient explosion of life","A US-based study has found that oxygen levels increased around the same time as a three-fold increase in biodiversity between 445 and 485 million years ago. The oxygenation of the atmosphere took millions of years, but major diversification took place only when shallow seas became progressively oxygenated. Researchers also pointed out ocean cooling and increased nutrient supply as related factors.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/22nov/inshorts_image_1511330803513_215.jpg?resize=400px:*","https://phys.org/news/2017-11-oxygen-links-ancient-explosion-life.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"482","science","Study finds why oldest ocean water is trapped for 1,000 yrs","An international team has revealed how the oldest water in Pacific and Indian oceans has remained trapped in a ""shadow zone"" for over 1,000 years. The study found that the stagnant water is isolated by rising currents over a constrained seafloor geometry, which does not allow the water to rise above a depth of 2.5 kilometres.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/21nov/inshorts_image_1511242782295_361.jpg?resize=400px:*","http://www.su.se/english/research/research-news/how-a-shadow-zone-traps-the-world-s-oldest-ocean-water-1.356556?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"483","science","Common jellyfish found to be two species after 175 years","US-based researchers using DNA sequencing have discovered that the common jellyfish, assumed to be a single species since its first description 175 years ago, are in fact two distinct species. Researches further found the ocean-based sea nettle jellyfish has 40 tentacles compared to 24 of its bayside counterpart. The ocean sea nettle also has a larger bell having shorter tentacles.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/22nov/inshorts_image_1511351709447_213.jpg?resize=400px:*","https://phys.org/news/2017-11-discovery-common-jellyfish-species.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"484","science","Extinct sea cow found buried beneath Russian beach","The skeleton of a Steller's sea cow, which went extinct in the late 1700s, has been discovered on a Siberian beach. Although its skull and several vertebrae were missing, scientists estimated it would have measured 17 feet while mature adults might have reached 25 feet and weighed 8-10 tonnes. The species is named after Georg Steller, an 18th-century German naturalist.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/21nov/inshorts_image_1511262637806_133.jpg?resize=400px:*","http://www.ibtimes.co.in/giant-extinct-sea-cow-found-beneath-russian-beach-750195?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","enzsyjws-1"
"485","science","Plastic found in creatures living 11 km deep in ocean","UK-based researchers have found plastic fibres in stomachs of sea creatures that swim nearly 11 kilometres deep in the Pacific. The study tested samples of crustaceans found in trenches including the deepest known point in the Ocean, the Challenger Deep in the Mariana Trench. ""Plastic pollution is so pervasive that nowhere, no matter how remote, is immune,"" said a researcher.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/16nov/inshorts_image_1510818884149_284.jpg?resize=400px:*","https://www.theguardian.com/environment/2017/nov/15/plastics-found-in-stomachs-of-deepest-sea-creatures?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ylmz73ns-1"
"486","science","Edwin Hubble was 1st to show evidence of expanding universe","American astronomer Edwin Hubble, born on November 20, 1889, was the first to provide evidence of universe's expansion. Hubble studied and compared the spectra of 46 different galaxies and found that the farther apart galaxies are from each other, the faster they move away from each other. The rate of expansion of the universe is called the Hubble constant.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/20nov/inshorts_image_1511171907568_363.jpg?resize=400px:*","https://asd.gsfc.nasa.gov/archive/hubble/overview/hubble_bio.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ylmz73ns-1"
"487","science","$5-billion startup makes its 1st cancer vaccine for 1 person","US-based Moderna Therapeutics, which is currently valued at $5 billion, has developed its first vaccine from the cancer tissue of a 67-year-old that would train the patient's body to attack tumours. It took about 100 people to develop the single-use drug for one person. The vaccine is said to ""hijack"" cells' protein-making mechanisms to create a drug within the body.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/18nov/inshorts_image_1511001564015_123.jpg?resize=400px:*","https://www.bloomberg.com/news/features/2017-11-15/this-5-billion-startup-made-its-first-cancer-vaccine-for-just-one-person?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ylmz73ns-1"
"488","science","Caltech team creates stable plasma ring in open for 1st time","In a first, Caltech engineers have created a stable ring of plasma in open air by blasting a water jet thinner than hair-width over crystal plates at 1,000 kmph. Plasma, a gas of charged particles, sometimes dubbed the fourth state of matter, occurs naturally on Earth as lightning but usually requires a vacuum as in light bulbs to be constrained.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/17nov/inshorts_image_1510901555946_613.jpg?resize=400px:*","http://www.caltech.edu/news/engineers-create-stable-plasma-ring-open-air-80367?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ylmz73ns-1"
"489","science","Scientists develop kill switches to counter 'rogue' microbes","Harvard scientists have integrated kill switches into bio-engineered bacteria to terminate them when they are not wanted anymore. A ""cryodeath"" kill switch is activated as the temperature drops from 37ºC to 22ºC while another ""essentializer"" releases toxin genes when the microbe deviates from its target. Only one of 1,00,000 bacteria was found to function in mice after introducing the mechanism.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/17nov/inshorts_image_1510916675793_108.jpg?resize=400px:*","https://wyss.harvard.edu/kill-switches-for-engineered-microbes-gone-rogue/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ylmz73ns-1"
"490","science","Paraplegic rats walk again after receiving human stem cells","Three weeks after being injected with engineered tissue containing human stem cells, paraplegic rats were found to walk independently and regain sensory perception, according to an Israel-based study. Among implanted paraplegic rats, 42% showed an improved ability to support weight on their hind limbs and walk, while 75% responded to stimuli to the hind limbs and tail, researchers reported.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/18nov/inshorts_image_1510990955976_231.jpg?resize=400px:*","https://eurekalert.org/pub_releases/2017-11/f-prw111617.php?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ylmz73ns-1"
